,City,State,County,Zip,Lat,Lng,Population,Area,TimeZone,Job,Children,Age,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,TimelyResponse,Fixes,Replacements,Reliability,Options,Respectfulness,Courteous,Listening
76,Catlett,VA,Fauquier,20119,38.6184,-77.62493,4235,Rural,America/New_York,"Engineer, communications",4,46,11795.57,Widowed,Female,Yes,7.607663559,11,0,0,No,Two Year,No,No,None,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,1.092361222,200.165175,768.0874545,1,1,2,2,3,1,3,2
77,Rockfield,KY,Warren,42274,36.94686,-86.60235,2193,Urban,America/Chicago,Oceanographer,1,50,74794.84,Never Married,Male,No,7.442789019,10,2,1,No,Two Year,No,No,DSL,Yes,No,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),20.13981517,149.937833,2426.030626,2,2,3,4,3,3,4,4
78,Concord,IL,Morgan,62631,39.82437,-90.36129,273,Rural,America/Chicago,Archaeologist,1,24,19038.78,Never Married,Female,Yes,13.04429298,18,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Mailed Check,24.64873861,240.11486800000003,2660.503932,4,4,5,1,4,4,3,3
79,Little Falls,MN,Morrison,56345,45.98881,-94.37486,14557,Rural,America/Chicago,Personal assistant,0,20,79167.77,Divorced,Male,No,14.89762162,17,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,Yes,Credit Card (automatic),9.677739656,127.49576599999999,1129.549713,3,4,3,4,5,4,3,3
80,Orlando,FL,Orange,32804,28.57725,-81.39726,17653,Urban,America/New_York,Animal nutritionist,1,29,37428.26,Married,Female,Yes,13.79387475,13,2,1,No,One year,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Yes,No,Electronic Check,9.82814183,187.609354,1771.286466,3,4,3,2,5,3,3,4
81,Millsboro,PA,Washington,15348,39.9883,-79.99619,285,Rural,America/New_York,Hydrologist,0,31,45148.38,Divorced,Male,No,15.66367593,6,1,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,No,Credit Card (automatic),7.832238337000001,169.992756,943.3391244,3,3,3,4,4,3,4,4
82,Sagola,MI,Dickinson,49881,46.07835,-88.03348000000001,320,Urban,America/Menominee,Arts development officer,5,72,74855.47,Separated,Female,No,8.513410306,13,3,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,No,Mailed Check,19.45250317,192.45674499999998,1907.2260829999998,4,4,4,3,1,5,4,4
83,Magnolia,KY,Hart,42757,37.40057,-85.72074,2863,Urban,America/Chicago,Herpetologist,4,71,45323.86,Divorced,Male,No,8.265002035,10,1,0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Credit Card (automatic),14.34766616,120.004928,1885.939118,4,4,3,3,4,3,2,5
84,Gypsum,KS,Saline,67448,38.651579999999996,-97.41275,1206,Suburban,America/Chicago,Medical sales representative,2,32,71596.14,Divorced,Female,No,8.6026551,11,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Bank Transfer(automatic),2.257358355,195.006206,631.7435653,5,3,5,5,3,3,5,2
85,Alexandria,VA,Fairfax,22306,38.75669,-77.0929,35279,Rural,America/New_York,"Scientist, research (physical sciences)",0,33,10389.95,Never Married,Male,No,6.03993035,15,1,0,No,One year,No,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),2.358129018,139.95684,562.6095219,3,3,4,3,3,4,3,6
86,Shade Gap,PA,Huntingdon,17255,40.1613,-77.86247,1049,Suburban,America/New_York,Solicitor,3,67,19657.14,Widowed,Male,No,14.6040829,12,3,0,Yes,Month-to-month,No,No,None,Yes,No,No,Yes,No,Yes,No,No,Yes,Bank Transfer(automatic),4.650578623,114.983787,593.8572264,3,3,2,2,5,4,2,3
87,Chicago,IL,Cook,60636,41.77576,-87.66911999999999,32203,Suburban,America/Chicago,Higher education lecturer,0,66,27827.03,Divorced,Female,Yes,7.274007029,13,1,1,No,Month-to-month,Yes,No,None,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,3.7217726160000004,207.638588,777.3060717999999,4,3,3,6,1,4,3,3
88,Waterbury,CT,New Haven,6704,41.5865,-73.03305,25576,Rural,America/New_York,"Nurse, adult",4,21,15609.05,Separated,Female,Yes,8.913898759,12,4,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,3.76663012,187.609354,1393.202392,4,4,4,3,3,3,3,5
89,Litchfield,CA,Lassen,96117,40.546209999999995,-120.23998999999999,319,Urban,America/Los_Angeles,Automotive engineer,0,61,19815.63,Never Married,Female,No,11.59313893,13,0,2,No,One year,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),4.151256695,134.950905,393.6524652,3,2,3,4,3,4,5,4
90,Greensboro,NC,Guilford,27410,36.11785,-79.89432,55519,Rural,America/New_York,Chiropodist,0,75,58482.9,Separated,Female,Yes,8.294186076,13,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Mailed Check,2.188918771,192.470522,409.7486664,3,3,3,3,3,4,3,3
91,Seekonk,MA,Bristol,2771,41.83778,-71.31735,15210,Urban,America/New_York,Therapeutic radiographer,0,63,41656.53,Widowed,Female,Yes,15.19664016,9,1,0,No,Month-to-month,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Mailed Check,13.85488928,222.62805699999998,2138.107161,3,2,3,2,4,3,2,4
92,Reading,MI,Hillsdale,49274,41.83849,-84.76276999999999,3499,Suburban,America/Detroit,"Designer, television/film set",0,68,115510.46,Separated,Female,No,5.0839959939999995,3,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Electronic Check,3.2733411510000003,162.468917,443.98403099999996,2,2,2,4,3,3,4,3
93,Shreveport,LA,Caddo,71104,32.48494,-93.73255,14479,Suburban,America/Chicago,"Education officer, environmental",2,32,15841.19,Never Married,Male,Yes,6.942719201,7,1,1,No,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,No,No,No,Electronic Check,19.75096265,159.97935800000002,2481.385603,2,2,3,3,3,3,3,3
94,San Antonio,FL,Pasco,33576,28.32589,-82.32911,4654,Suburban,America/New_York,Colour technologist,0,76,81127.41,Never Married,Male,No,9.834012571,7,1,0,No,Two Year,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Mailed Check,18.38404445,184.97968400000002,2233.567181,3,2,3,4,2,4,5,3
95,Dallas,TX,Dallas,75212,32.78137,-96.87917,26320,Suburban,America/Chicago,Academic librarian,0,29,24270.88,Divorced,Female,Yes,11.0596826,13,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),4.672610857,245.145743,1158.91369,5,5,4,5,1,5,5,4
96,Claytonville,IL,Iroquois,60926,40.572340000000004,-87.80962,35,Rural,America/Chicago,Mudlogger,0,83,54466.33,Married,Female,No,8.834079073,17,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,No,Electronic Check,6.796299371,124.97808,529.40733,4,4,4,3,2,4,3,4
97,Beaverville,IL,Iroquois,60912,40.97003,-87.59935,521,Suburban,America/Chicago,"Designer, textile",10,23,64816.84,Divorced,Male,Yes,5.271228601000001,14,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Mailed Check,12.97632235,187.484705,1956.7337,3,2,2,4,3,2,3,2
98,Fayetteville,NC,Cumberland,28301,35.07431,-78.88358000000001,17600,Rural,America/New_York,Chief Strategy Officer,5,80,103311.26,Never Married,Male,No,9.394961367,15,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Mailed Check,20.31163945,162.500692,2056.386979,5,4,4,3,4,4,5,5
99,Stanley,ND,Mountrail,58784,48.364329999999995,-102.42437,3324,Suburban,America/Chicago,"Loss adjuster, chartered",0,20,40211.04,Never Married,Male,No,14.475436499999999,11,1,1,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Electronic Check,6.998814446,182.46760700000002,1067.373076,3,4,3,5,2,6,6,6
100,Birmingham,AL,Shelby,35242,33.42521,-86.67144,55122,Urban,America/Chicago,Pharmacologist,0,69,58077.38,Separated,Male,Yes,10.68311773,12,1,1,No,Month-to-month,No,No,None,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),14.46288204,222.660939,1806.1357329999998,3,2,3,5,3,4,4,3
101,Calhoun,KY,McLean,42327,37.58745,-87.30164,4038,Urban,America/Chicago,Hydrographic surveyor,1,32,43466.35,Never Married,Male,No,13.79409442,10,1,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),11.13472066,182.46760700000002,1397.701335,3,4,4,4,3,4,2,3
102,Ozone Park,NY,Queens,11417,40.67637,-73.84441,31927,Urban,America/New_York,"Engineer, manufacturing",0,53,23289.77,Divorced,Female,Yes,12.40165307,19,1,0,No,Month-to-month,No,Yes,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,2.542296644,220.161527,808.4305471,2,4,3,2,3,3,5,3
103,Buckhannon,WV,Upshur,26201,39.00049,-80.20387,19904,Rural,America/New_York,Research scientist (medical),2,25,49158.49,Separated,Male,No,10.24782033,9,1,0,No,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,17.22596021,169.937833,1886.5319370000002,4,4,3,4,3,3,3,4
104,Pleasant Hill,MO,Cass,64080,38.76701,-94.25448,13000,Suburban,America/Chicago,Wellsite geologist,0,69,3805.84,Divorced,Male,Yes,14.86100819,16,0,2,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Mailed Check,22.79214163,204.963371,2294.7811309999997,3,3,3,3,2,4,4,4
105,Valparaiso,NE,Saunders,68065,41.073170000000005,-96.83986,1444,Urban,America/Chicago,"Embryologist, clinical",3,71,52616.27,Widowed,Male,Yes,6.716953195,10,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Electronic Check,3.8236897439999997,204.963371,826.3438621,3,5,3,2,4,2,4,2
106,Buchanan,NY,Westchester,10511,41.263020000000004,-73.94368,2158,Urban,America/New_York,Occupational psychologist,3,53,30550.42,Widowed,Female,Yes,8.124258176,18,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Credit Card (automatic),10.77094687,245.128318,2072.564168,3,3,2,4,3,2,4,3
107,West Baden Springs,IN,Orange,47469,38.61776,-86.61282,1800,Urban,America/Indiana/Indianapolis,Environmental health practitioner,2,56,12154.01,Divorced,Nonbinary,Yes,14.60903837,11,0,2,No,Month-to-month,No,Yes,None,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Bank Transfer(automatic),13.08671185,172.473314,1436.793746,4,4,3,3,5,3,2,2
108,Nolan,TX,Nolan,79537,32.29188,-100.21075,30,Suburban,America/Chicago,"Sales professional, IT",0,42,30649.31,Married,Male,Yes,12.65015936,9,2,2,No,Month-to-month,Yes,No,DSL,No,Yes,No,No,No,Yes,No,Yes,No,Bank Transfer(automatic),14.76468813,172.45674499999998,1963.3326829999999,4,3,4,3,5,4,2,3
109,Flat Rock,AL,Jackson,35966,34.79657,-85.67879,3682,Suburban,America/Chicago,Advertising copywriter,3,33,31417.33,Married,Male,Yes,12.0281501,14,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Electronic Check,9.473091121,194.976769,1324.164906,2,2,2,2,4,2,3,2
110,Centreville,VA,Fairfax,20120,38.85433,-77.47715,41733,Urban,America/New_York,"Radiographer, therapeutic",1,47,55861.19,Divorced,Male,No,15.68043093,16,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),5.197446331,137.439154,704.9375603,4,4,4,4,3,3,4,3
111,Angora,MN,St. Louis,55703,47.742020000000004,-92.78159000000001,630,Urban,America/Chicago,English as a second language teacher,1,48,9044.26,Widowed,Female,Yes,11.30421466,18,3,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),6.5775526829999995,192.470522,888.6517305,3,4,4,4,2,3,4,4
112,Rice Lake,WI,Barron,54868,45.52596,-91.71346,15383,Rural,America/Chicago,Occupational therapist,0,63,25381.66,Never Married,Female,Yes,10.26646787,10,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,No,Mailed Check,3.1745719180000003,159.951231,377.0810282,4,3,4,2,3,3,3,3
113,Middlefield,MA,Hampshire,1243,42.351459999999996,-73.02322,257,Urban,America/New_York,Armed forces logistics/support/administrative officer,1,40,65064.31,Widowed,Male,No,7.56618217,9,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),17.88002366,112.455141,1606.489936,3,3,3,3,3,3,3,4
114,Canaseraga,NY,Allegany,14822,42.43085,-77.84964000000001,1012,Urban,America/New_York,Technical author,0,67,12527.51,Divorced,Male,Yes,10.40677369,14,2,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Mailed Check,13.12190056,174.96176599999998,1431.409396,5,4,4,3,3,5,3,4
115,Rocky Mount,VA,Franklin,24151,36.957390000000004,-79.86453,20327,Urban,America/New_York,Regulatory affairs officer,0,56,35499.06,Divorced,Female,No,7.146124361,13,3,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,No,Credit Card (automatic),23.34617699,162.452604,2253.85247,6,5,4,4,4,3,5,3
116,Hope,KY,Montgomery,40334,38.01464,-83.76565,69,Urban,America/New_York,Sales promotion account executive,6,24,26282.4,Married,Female,No,9.807530479,10,1,0,Yes,One year,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Mailed Check,6.311709177999999,137.48359399999998,1353.29384,5,5,4,3,3,3,3,3
117,Pleasant Dale,NE,Seward,68423,40.80268,-96.95214,1130,Urban,America/Chicago,"Optician, dispensing",2,79,51237.28,Divorced,Female,No,10.61217014,12,3,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,12.58298231,275.133571,1701.457566,4,5,4,4,1,4,4,4
118,Watkins Glen,NY,Schuyler,14891,42.37724,-76.94575,4210,Rural,America/New_York,Theme park manager,3,61,64222.21,Married,Male,Yes,5.785085772,16,1,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,No,Electronic Check,7.120096362999999,127.44206899999999,1290.737183,4,3,4,5,3,5,4,4
119,Parksville,SC,McCormick,29844,33.7683,-82.2322,155,Urban,America/New_York,"Pharmacist, community",0,38,11014.98,Divorced,Male,Yes,9.062879297,11,2,0,Yes,Two Year,No,No,None,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Electronic Check,9.344886869,210.138,1403.270091,4,4,4,4,3,4,4,4
120,Altadena,CA,Los Angeles,91001,34.195440000000005,-118.13796,37711,Rural,America/Los_Angeles,IT trainer,4,28,21172.49,Divorced,Female,No,16.54443477,13,1,0,Yes,Two Year,No,No,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Credit Card (automatic),22.37815032,147.45641899999998,2603.903672,5,4,5,2,3,4,4,3
121,Coggon,IA,Linn,52218,42.29251,-91.53608,1800,Urban,America/Chicago,Contracting civil engineer,3,44,26130.78,Divorced,Male,Yes,4.539566699,8,2,0,No,One year,Yes,Yes,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),4.799514433,242.65729100000001,1256.287854,4,4,2,3,3,4,5,5
122,Sarver,PA,Butler,16055,40.71569,-79.748,8028,Suburban,America/New_York,Health and safety inspector,1,65,36478.21,Widowed,Male,No,7.251198724,14,2,0,Yes,Month-to-month,No,Yes,None,Yes,No,No,Yes,No,Yes,No,No,Yes,Mailed Check,10.04672315,114.983787,980.9935923,2,2,3,4,3,3,4,4
123,Cape Coral,FL,Lee,33904,26.57593,-81.94532,31859,Urban,America/New_York,"Psychologist, sport and exercise",3,35,54533.63,Divorced,Female,No,8.943293567000001,15,2,1,No,Month-to-month,Yes,Yes,None,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),8.156552837000001,187.656013,1347.869205,4,4,4,3,4,3,3,4
124,Warren,OH,Trumbull,44485,41.24042,-80.84612,16101,Suburban,America/New_York,Manufacturing engineer,2,31,37103.18,Separated,Female,No,12.57884215,9,3,1,No,Two Year,Yes,No,None,Yes,Yes,No,No,Yes,No,Yes,No,No,Credit Card (automatic),7.992791229,149.991327,1127.267848,2,2,3,5,5,1,2,2
125,Dade City,FL,Pasco,33525,28.33597,-82.20146,20449,Suburban,America/New_York,Musician,2,34,74679.84,Widowed,Male,No,11.64836306,11,0,1,Yes,Two Year,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,No,No,Bank Transfer(automatic),7.231032028,124.960655,1269.836202,4,3,3,3,4,5,4,4
126,Ralston,PA,Lycoming,17763,41.51534,-76.97577,161,Urban,America/New_York,Senior tax professional/tax inspector,2,68,95028.57,Separated,Male,Yes,6.076260652,13,0,0,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,4.6276720419999995,220.161527,1038.7453779999998,3,3,3,3,4,3,3,3
127,Vernon Rockville,CT,Tolland,6066,41.8364,-72.46061,29210,Urban,America/New_York,"Engineer, biomedical",0,62,34281.1,Never Married,Male,No,11.75681641,9,0,0,No,Two Year,No,No,DSL,No,Yes,No,Yes,Yes,Yes,No,No,No,Bank Transfer(automatic),10.05306287,172.48852,1531.155367,5,5,4,2,5,3,4,3
128,Monroe Center,IL,Ogle,61052,42.11139,-88.99956,821,Urban,America/Chicago,Facilities manager,0,52,36240.81,Separated,Male,No,9.173739977,14,0,1,No,Two Year,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,No,No,Electronic Check,4.171044392,120.004928,991.2441024,4,4,5,3,3,4,4,5
129,Momence,IL,Kankakee,60954,41.15338,-87.62902,5846,Urban,America/Chicago,Osteopath,5,32,9515.64,Divorced,Male,Yes,8.353693631,11,4,0,No,Month-to-month,No,No,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,4.5686826410000005,220.161527,1244.296865,2,1,2,4,3,5,3,1
130,Dennison,OH,Tuscarawas,44621,40.42752,-81.29587,4476,Rural,America/New_York,Corporate investment banker,0,47,125814.88,Divorced,Female,Yes,10.74539526,10,0,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,No,No,Yes,Yes,Mailed Check,6.085030507000001,139.965008,1162.332926,3,3,4,2,4,4,3,2
131,Weaver,AL,Calhoun,36277,33.75973,-85.81881,5529,Rural,America/Chicago,Psychotherapist,8,66,12995.68,Divorced,Female,No,11.36323648,12,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Yes,Mailed Check,2.730250735,159.951231,577.1157824000001,3,3,3,6,3,6,5,4
132,Hudson,NH,Hillsborough,3051,42.763909999999996,-71.4071,25328,Rural,America/New_York,"Copywriter, advertising",1,70,77531.43,Divorced,Female,Yes,2.310584634,14,1,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),8.574901206,184.949594,1442.9748769999999,2,3,2,4,4,2,1,3
133,Parish,NY,Oswego,13131,43.42122,-76.09223,3736,Suburban,America/New_York,Horticultural consultant,3,41,87354.99,Divorced,Male,Yes,5.290318715,10,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,9.743201772,252.63780699999998,1577.208717,5,5,3,4,4,4,4,5
134,Clitherall,MN,Otter Tail,56524,46.21378,-95.61021,610,Suburban,America/Chicago,Microbiologist,2,59,76567.85,Separated,Male,No,5.258274954,8,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),9.482919033,112.455141,886.9398743999999,4,5,4,4,4,4,5,4
135,Kenton,DE,Kent,19955,39.226009999999995,-75.66854000000001,34,Rural,America/New_York,Educational psychologist,1,46,30663.52,Married,Male,No,7.157580014,12,0,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Electronic Check,8.447988841,179.97935800000002,1065.0644300000001,4,3,4,4,5,2,3,3
136,Garysburg,NC,Northampton,27831,36.45915,-77.5707,3199,Suburban,America/New_York,Sport and exercise psychologist,3,70,122957.19,Married,Male,No,2.120350511,17,0,0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),6.365998533,202.443347,951.886985,3,3,3,4,3,4,3,2
137,Leesburg,TX,Camp,75451,32.96633,-95.12119,1135,Urban,America/Chicago,"Production designer, theatre/television/film",1,89,31600.92,Widowed,Male,No,4.978546291000001,12,2,0,No,One year,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),7.251397592000001,197.472533,1404.435534,4,6,6,1,7,3,4,3
138,Thomas,OK,Custer,73669,35.72895,-98.7404,1750,Suburban,America/Chicago,Risk manager,4,75,74638.78,Never Married,Female,Yes,6.547676875,10,3,1,No,One year,No,No,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Mailed Check,14.64011644,255.155493,1925.9117219999998,3,3,4,4,3,4,2,5
139,Essie,KY,Leslie,40827,37.04672,-83.47218000000001,1076,Urban,America/New_York,Health visitor,0,26,32652.3,Married,Female,Yes,7.410590719,9,0,1,Yes,Month-to-month,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Electronic Check,11.71637124,174.976769,1805.0112980000001,5,4,5,4,4,4,4,4
140,Malta,IL,DeKalb,60150,41.924929999999996,-88.88861,1692,Urban,America/Chicago,Counsellor,4,25,63650.54,Divorced,Female,No,11.39765385,8,1,1,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Electronic Check,4.13273503,169.992756,700.7343179,4,3,4,3,4,3,3,3
141,Victoria,TX,Victoria,77901,28.80493,-96.98473,43123,Rural,America/Chicago,Educational psychologist,1,84,28622.6,Widowed,Female,Yes,11.29945603,14,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Bank Transfer(automatic),2.887429547,192.44043200000002,513.237305,4,5,3,4,4,2,4,2
142,Ogdensburg,NJ,Sussex,7439,41.07608,-74.59774,2396,Suburban,America/New_York,Visual merchandiser,3,69,50252.79,Never Married,Male,No,11.30748265,15,0,2,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Bank Transfer(automatic),3.303030246,182.460772,717.3876564,4,4,4,5,2,4,4,4
143,Sweetwater,TX,Nolan,79556,32.45432,-100.36402,12914,Urban,America/Chicago,"Doctor, general practice",3,31,19800.81,Divorced,Male,No,10.31551212,11,2,1,No,One year,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,No,Credit Card (automatic),5.15825129,139.965008,1313.492851,5,5,5,4,2,3,4,3
144,Saint Paul,MN,Ramsey,55107,44.93099,-93.07956999999999,15171,Suburban,America/Chicago,Clinical biochemist,10,76,35954.77,Married,Male,Yes,13.71555406,14,1,0,No,Month-to-month,No,No,None,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,3.2375602339999996,137.461553,819.4195268999999,4,4,3,3,2,3,4,2
145,Ringoes,NJ,Hunterdon,8551,40.441720000000004,-74.84013,5157,Rural,America/New_York,Arts development officer,8,75,36342.31,Divorced,Male,Yes,15.40917963,15,2,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Bank Transfer(automatic),2.7331092339999996,217.472533,882.1160656,5,4,4,4,3,5,5,3
146,Comfrey,MN,Brown,56019,44.11271,-94.89317,828,Rural,America/Chicago,Water quality scientist,1,74,48715.53,Divorced,Nonbinary,Yes,11.9664542,17,1,0,No,Two Year,Yes,Yes,None,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Mailed Check,3.180102025,210.138,724.7803356000001,2,2,3,4,2,2,3,2
147,Bullville,NY,Orange,10915,41.54231,-74.35823,98,Suburban,America/New_York,Optometrist,1,49,23204.98,Divorced,Male,No,10.18046877,10,2,0,No,Two Year,No,No,DSL,No,No,No,No,No,Yes,No,No,Yes,Electronic Check,15.85983755,104.964303,1829.270014,5,4,5,2,4,5,4,3
148,Mc Donald,PA,Washington,15057,40.355920000000005,-80.24823,15671,Rural,America/New_York,Petroleum engineer,1,47,35302.52,Separated,Male,Yes,14.01485542,16,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Bank Transfer(automatic),11.73724209,262.610632,1668.1991189999999,2,3,2,4,4,3,2,2
149,Calcium,NY,Jefferson,13616,44.02608,-75.85861,2229,Urban,America/New_York,"Scientist, research (physical sciences)",4,20,54895.16,Married,Female,Yes,14.62784306,17,2,0,No,Month-to-month,Yes,Yes,None,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Credit Card (automatic),7.006240694,152.488401,1124.353152,6,5,5,3,6,4,4,4
150,Reedsport,OR,Douglas,97467,43.71022,-123.95642,4982,Suburban,America/Los_Angeles,Building control surveyor,2,26,60398.06,Never Married,Female,Yes,10.90517581,10,2,0,No,One year,No,No,DSL,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Credit Card (automatic),5.562130367000001,174.974431,1316.239744,3,3,3,3,3,3,5,3
